family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
FOREST-MOSS,1,0.1.0,FOREST-MOSS-Working-Draft-0.1.yaml,working-draft,143,72,72,0,attachment | canonical_path | cookie_behavior | definition | growth_control | leaves | memory | oil | pdc_id | scraping | security | status | tar | types | uuid | version,,attachment | attachment.may_cling_to | attachment.may_cling_to[] | canonical_path | cookie_behavior | cookie_behavior.clearable | cookie_behavior.expiring_when_appropriate | cookie_behavior.permission_controlled | cookie_behavior.revocable | cookie_behavior.scope_limited | cookie_behavior.unrelated_cross_canopy_tracking | cookie_behavior.unrelated_cross_site_tracking | cookie_behavior.user_visible | definition | definition.leaf_by_default | definition.leaf_foliage_by_default | definition.moss | definition.solid_material | growth_control | growth_control.may_reject_growth | growth_control.rejection_deletes_existing_moss | growth_control.rejection_prevents_new_moss | growth_control.scopes | growth_control.scopes[] | leaves | leaves.automatic_global_grain_pattern_promotion | leaves.automatic_leaf_generation | leaves.intentional_absorption_may_create_leaf | leaves.resulting_leaf_uses_normal_provenance_rules | memory | memory.may_store | memory.may_store[] | oil | oil.cedar_review | oil.maple_local_review_when_cedar_absent | oil.maple_review_is_cedar_oil | oil.non_destructive | pdc_id | scraping | scraping.canonical_command | scraping.deletes_source_material | scraping.enabled | scraping.plain_language_alias | scraping.unspecified_scope | security | security.must_not_store | security.must_not_store[] | security.preserve | security.preserve[] | status | tar | tar.automatically_becomes_molasses | tar.automatically_enters_leaf_foliage | tar.cross_forest_sync | tar.local_forest_only | tar.tar_sap_grade | types | types.persistent_moss | types.persistent_moss.lifetime | types.protected_moss | types.protected_moss.purpose | types.session_moss | types.session_moss.lifetime | types.shared_moss | types.shared_moss.purpose | types.tar_moss | types.tar_moss.automatically_molasses | types.tar_moss.cross_forest_sync | types.tar_moss.local_forest_only | types.tar_moss.protection | uuid | version,,882b9996a7f1cf1b251a1fbfea08812ff776df0908c7351b583fd7b23b2d2bed
FOREST-MOSS,2,0.2.0,FOREST-MOSS-Working-Draft-0.2-Sap-Taps.yaml,working-draft,148,80,8,0,management | sap_taps_controls,,management | management.cedar_role | management.enforced_by | management.final_authority | management.maple_role | management.sycamore_role | sap_taps_controls | sap_taps_controls[],,b72d46c1fcd8eec0a0be4a12f5d9e9e4ea4b93d973a1ed670fe44696e32a50b6
FOREST-MYCELIUM,1,0.1.0,FOREST-MYCELIUM-Working-Draft-0.1.yaml,working-draft,95,50,50,0,access | canonical_path | definition | maple | pdc_id | roots | security | soil | status | trace_leaves | uuid | version,,access | access.does_not_automatically | access.does_not_automatically[] | access.may_provide | access.may_provide[] | canonical_path | definition | definition.always_auditable | definition.default_scope | definition.mostly_unseen_in_normal_bark | definition.only_non_fluid_inter_tree_transfer_method | definition.primary_use | maple | maple.default_for-local-grove-coordination | maple.primary_local_automation_network | maple.use_fluid_when | maple.use_fluid_when[] | pdc_id | roots | roots.may-rewrite-governing-roots | roots.may_store | roots.may_store[] | roots.prefer-references-over-raw-content | security | security.access-absorption-execution-sharing-are-separate | security.action-receipts | security.cross-forest-disabled-by-default | security.expiring-handles | security.explicit-tree-identity | security.immediate-revocation | security.local-forest-boundary-by-default | security.minimum-necessary-access | security.molasses-remains-maple-bound | security.sycamore-required-for-future-cross-forest-bridge | security.unauthorized-altered-or-concealed-instance-treated-as-mold | soil | soil.authorized_integration_only | soil.capabilities | soil.capabilities[] | soil.may_spread_to-approved-soil | soil.unauthorized_spread_is_mold | status | trace_leaves | trace_leaves.copy-complete-source-by-default | trace_leaves.fields | trace_leaves.fields[] | trace_leaves.minimum_by_default | trace_leaves.name | uuid | version,,ff657391af95a5ae8eb35e91911bd4745ab5a16b3086d3704b364f52148feaa7
FOREST-MYCELIUM,2,0.2.0,FOREST-MYCELIUM-Working-Draft-0.2.yaml,working-draft,93,56,7,1,comparison_with_canopy,,comparison_with_canopy | comparison_with_canopy.canopy | comparison_with_canopy.canopy_may_carry_solid_material_without_absorption | comparison_with_canopy.mycelium | definition.level | definition.one_of_two_non_fluid_inter_tree_methods | definition.other_non_fluid_method,definition.only_non_fluid_inter_tree_transfer_method,67f71e6b00098e32144f7714704ebf50464932bf7ddce1bc695910156ec86a16
FOREST-MYCELIUM,3,0.3.0,FOREST-MYCELIUM-Working-Draft-0.3.yaml,working-draft,98,61,5,0,classification,,classification | classification.may_locate_or_access_solid_material | classification.non_fluid_communication_method | classification.part_of_tree_and_forest_connection_anatomy | classification.solid_material,,0e22d692c28bee8f6843f8a7a04e16109925c46b7e641650968c6b28aedc3929
FOREST-PROPAGULE,1,0.1.0,FOREST-PROPAGULE-Working-Draft-0.1.yaml,working-draft,49,23,23,0,canonical_path | definition | forest_fire | may_preserve | must_not_preserve | pdc_id | planting | status | uuid | version,,canonical_path | definition | definition.may_be_incomplete | definition.omission_manifest_required | definition.propagule | definition.smaller_and_faster_than_full_propagation | forest_fire | forest_fire.automatic_during_approved_fire_watch_preservation | forest_fire.cedar_creates_for_as_many_recoverable_trees_as_possible | forest_fire.priority | forest_fire.priority[] | may_preserve | may_preserve[] | must_not_preserve | must_not_preserve[] | pdc_id | planting | planting.fresh-credentials | planting.new-active-instance-identity | planting.new-tree-presence-lease | status | uuid | version,,c5b574fba5439756908760978c9e73cda28ae1142e1b8f98f39018c93ce5e497
FOREST-SOLID-MATERIAL-ACCESS,1,0.1.0,FOREST-SOLID-MATERIAL-ACCESS-Working-Draft-0.1.yaml,working-draft,88,44,44,0,canonical_path | canopy_access | conversion | definition | examples | pdc_id | permissions | recall_leaf | status | uuid | version | view_context,,canonical_path | canopy_access | canopy_access.access_does_not_automatically | canopy_access.access_does_not_automatically[] | canopy_access.active_link_required | canopy_access.modes | canopy_access.modes[] | conversion | conversion.fluid-to-solid | conversion.fluid-to-solid.allowed | conversion.fluid-to-solid.preserve-provenance-and-protection | conversion.fluid-to-solid.requires-permission | conversion.solid-to-fluid | conversion.solid-to-fluid.allowed | conversion.solid-to-fluid.preserve-provenance-and-protection | conversion.solid-to-fluid.requires-permission | definition | definition.piece | definition.solid_material | definition.viewable_without_absorption | examples | examples[] | pdc_id | permissions | permissions.separate | permissions.separate[] | recall_leaf | recall_leaf.analogy | recall_leaf.automatic-sturdy | recall_leaf.clearable | recall_leaf.default-state | recall_leaf.expiring | recall_leaf.name | recall_leaf.revocable | recall_leaf.stores-complete-viewed-content | recall_leaf.stores-minimum-resume-metadata | status | uuid | version | view_context | view_context.expires-with-session | view_context.is-leaf | view_context.is-leaf-foliage | view_context.temporary,,8dd997853cbb5b28a0651b5452126990e1558ad2e3210156f8848449f0ab5879
FOREST-SOLID-MATERIAL-ACCESS,2,0.2.0,FOREST-SOLID-MATERIAL-ACCESS-Working-Draft-0.2-Moss.yaml,working-draft,90,49,15,10,moss,recall_leaf,moss | moss.cedar_oil_supported | moss.definition | moss.growth_rejection_supported | moss.is_leaf | moss.is_leaf_foliage | moss.leaf_creation_requires_intentional_absorption | moss.may_be_copied_or_synchronized | moss.may_be_viewed_without_absorption | moss.may_store_website_and_application_preferences | moss.may_store_website_and_application_settings | moss.scrape_supported | moss.tar_sap_protection_supported | moss.types | moss.types[],recall_leaf | recall_leaf.analogy | recall_leaf.automatic-sturdy | recall_leaf.clearable | recall_leaf.default-state | recall_leaf.expiring | recall_leaf.name | recall_leaf.revocable | recall_leaf.stores-complete-viewed-content | recall_leaf.stores-minimum-resume-metadata,a0dc7ef079773dfbb1278eeddb24d56a11969272b319a23e6544348bea79464c
FOREST-SOLID-MATERIAL-ACCESS,3,0.3.0,FOREST-SOLID-MATERIAL-ACCESS-Working-Draft-0.3.yaml,working-draft,105,56,7,0,not_solid_material | tree_relationship,,not_solid_material | not_solid_material[] | tree_relationship | tree_relationship.invoking_twig_copies_or_absorbs_it | tree_relationship.tree_becomes_solid_material | tree_relationship.tree_may_grow_use_expose_detach_copy_recycle_or_absorb_solid_material | tree_relationship.twig_is_bounded_capability_solid_material,,b107335f982daafcb6f24e1757cf1ffb0961e57ece136a3285a4e3418253d6c2
FOREST-SOLID-MATERIAL-ACCESS,4,0.4.0,FOREST-SOLID-MATERIAL-ACCESS-Working-Draft-0.4-Logs.yaml,working-draft,114,63,7,0,logs,,logs | logs.more_persistent_than_sturdy_leaves | logs.oil_supported | logs.payload_default | logs.solid_material | logs.tar_supported | logs.tree_origin_naming,,20bc74ac3fb362f7239a7ace8552391fc96a0ad4fafd7ac2d9e8fc2233e1088d
FOREST-SOLID-MATERIAL-ACCESS,5,0.5.0,FOREST-SOLID-MATERIAL-ACCESS-Working-Draft-0.5-Standard-Encrypted-Files.yaml,working-draft,122,70,7,0,standard_encrypted_file,,standard_encrypted_file | standard_encrypted_file.automatically_log | standard_encrypted_file.automatically_sap | standard_encrypted_file.automatically_tar | standard_encrypted_file.automatically_tree_data | standard_encrypted_file.may_hold_non_forest_data | standard_encrypted_file.solid_material,,fa5e821ea11792521c3c6c09e37cd586a51b2819f4e4b644c0681a98153a814e
FOREST-SUNLIGHT,1,0.1.0,FOREST-SUNLIGHT-Working-Draft-0.1.yaml,working-draft,40,24,24,0,boundaries | canonical_path | definition | notes_as_sunlight | pdc_id | status | uuid | version,,boundaries | boundaries.does_not_automatically_create_permanent-memory | boundaries.leaf_states_apply | boundaries.notes_access_inactive_by_default | boundaries.preference_learning_controls_apply | boundaries.protection_classification_applies | boundaries.scope_applies | boundaries.source_permissions_apply | boundaries.user_created_separation_boundaries_apply | canonical_path | definition | definition.sunlight | notes_as_sunlight | notes_as_sunlight.enabled_only_with_permission | notes_as_sunlight.may_be_major_contributor_to | notes_as_sunlight.may_be_major_contributor_to[] | notes_as_sunlight.may_support | notes_as_sunlight.may_support[] | notes_as_sunlight.sources | notes_as_sunlight.sources[] | pdc_id | status | uuid | version,,519d28c61b9b641d0c430b4996260e0cc3ffbfb2ab3cdf09694d2a3bee8c2fed
FOREST-SUNLIGHT,2,0.2.0,FOREST-SUNLIGHT-Working-Draft-0.2.yaml,working-draft,53,35,11,0,transfer,,transfer | transfer.canopy_view_without_absorption | transfer.fluid_use | transfer.growth_requires_user_permitted_absorption_retention_or_learning | transfer.must_be_converted_or_represented_as | transfer.must_be_converted_or_represented_as[] | transfer.preserve | transfer.preserve[] | transfer.solid_material_use | transfer.sunlight_itself_is_direct_payload | transfer.viewing_alone_changes_grain_pattern,,4b0b21c662f46a799bf649a5498931ceac775a971f3581ee4ea2fb9878b78677
FOREST-TAP-CONTROLS,1,0.1.0,FOREST-TAP-CONTROLS-Working-Draft-0.1.yaml,working-draft,34,35,35,0,canonical_path | definition | pdc_id | states | status | status_fields | tap_types | uuid | version,,canonical_path | definition | definition.stream | definition.tap | pdc_id | states | states[] | status | status_fields | status_fields[] | tap_types | tap_types.sap_tap | tap_types.sap_tap.fail_closed | tap_types.sap_tap.fluid_class | tap_types.sap_tap.lock_command | tap_types.sap_tap.preserve_queued_fluid | tap_types.sap_tap.unlock_command | tap_types.syrup_tap | tap_types.syrup_tap.blocked_items_remain_visible | tap_types.syrup_tap.fluid_class | tap_types.syrup_tap.owner_tree | tap_types.syrup_tap.source | tap_types.syrup_tap.status_commands | tap_types.syrup_tap.status_commands[] | tap_types.tar_tap | tap_types.tar_tap.fail_closed | tap_types.tar_tap.fluid_class | tap_types.tar_tap.local_forest_only | tap_types.tar_tap.lock_command | tap_types.tar_tap.locking_never_moves_or_reclassifies_tar_sap | tap_types.tar_tap.unlock_authority | tap_types.tar_tap.unlock_authority[] | tap_types.tar_tap.unlock_command | uuid | version,,196da6634b7387c80219955f3e8046cf5724ddd21b4e1df79ab081ff14392f5e
FOREST-TAP-CONTROLS,2,0.2.0,FOREST-TAP-CONTROLS-Working-Draft-0.2-Spirit-Sap-Taps.yaml,working-draft,120,73,38,0,absorption_modes | absorption_scope_fields | canonical_name | component_type | managed_by | moss_gate | spirit_responsibilities | tar_management | user_is_final_authority | user_management,,absorption_modes | absorption_modes.deny | absorption_modes.download | absorption_modes.drink | absorption_modes.sip | absorption_modes.wash_over | absorption_scope_fields | absorption_scope_fields[] | canonical_name | component_type | definition.moss_gate | definition.sap_taps | managed_by | moss_gate | moss_gate.controls | moss_gate.controls[] | moss_gate.moss_is_fluid | moss_gate.moss_is_solid_material | spirit_responsibilities | spirit_responsibilities[] | tap_types.water_tap | tap_types.water_tap.fluid_class | tap_types.water_tap.independent_from_sap_and_tar | tap_types.water_tap.user_scoped_rules | tar_management | tar_management.sycamore_blocks_cross_forest | tar_management.tar_moss_local_only | tar_management.tar_sap_local_only | tar_management.tree_auto_downgrade | tar_management.user_controls | user_is_final_authority | user_management | user_management.fluid_absorption | user_management.moss | user_management.taps | user_management.tar | user_management.trees_may_override_user | user_management.trees_may_recommend,,6b43e4cddf7bea02e58816e05ef70bef2e39555bb924963af24e1d60bf92905b
